fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,free_total_SO2_ratio,acid_ratio,sulphate_alcohol,is_red,quality,quality_label,wine_type
9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,0.1428571416566627,32.41368133213334,7.107,0,4,low,white
8.6,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,2.96,0.44,10.0,0.26126125890755625,33.07679585847747,4.4,0,5,medium,white
7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,0.23423423212401592,35.71411564706835,5.028999999999999,0,6,medium,white
7.2,0.51,0.24,10.0,0.093,35.0,197.0,0.9981,3.41,0.47,9.0,0.1776649737174367,14.117619377216906,4.2299999999999995,0,5,medium,white
5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,3.3,0.54,8.7,0.28915662476411674,17.666607777974075,4.6979999999999995,0,4,low,white
8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72,11.6,0.24793388224848031,30.76911242649067,8.352,0,7,high,white
7.0,0.21,0.28,7.5,0.07,45.0,185.0,0.9966,3.34,0.55,9.4,0.2432432419284149,33.33317460393046,5.170000000000001,0,5,medium,white
6.7,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5,0.16435185109096365,25.769131657185937,6.460000000000001,0,5,medium,white
6.7,0.26,0.26,4.1,0.073,36.0,202.0,0.9956,3.3,0.67,9.5,0.17821782089991178,25.769131657185937,6.365,0,5,medium,white
8.1,0.26,0.37,1.9,0.072,48.0,159.0,0.9949,3.37,0.7,10.9,0.3018867905541711,31.1537263318218,7.63,0,6,medium,white
8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,0.25396825195263295,37.72710124044891,4.85,0,5,medium,white
6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.9942,3.08,0.45,9.1,0.36046511418334237,21.33326222245926,4.095,0,6,medium,white
7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,0.26399999788800005,39.47347645538708,5.439,0,7,high,white
8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,0.10344827467300834,26.666585858830732,5.04,0,7,high,white
6.9,0.2,0.36,1.5,0.031,38.0,147.0,0.9931,3.35,0.56,11.0,0.2585033996020177,34.499827500862494,6.16,0,6,medium,white
8.0,0.37,0.32,1.6,0.04,32.0,166.0,0.992,3.0,0.55,11.3,0.19277108317607783,21.621563184964366,6.215000000000001,0,7,high,white
8.2,0.29,0.33,9.1,0.036,28.0,118.0,0.9953,2.96,0.4,10.9,0.23728813358230397,28.275764566329084,4.36,0,7,high,white
7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,2.97,0.47,10.9,0.13020833265516493,22.64699221472878,5.123,0,5,medium,white
6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,3.17,0.5,9.3,0.1451612895421436,11.272706776896769,4.65,0,6,medium,white
6.4,0.4,0.19,3.2,0.033,28.0,124.0,0.9904,3.22,0.54,12.7,0.22580644979188347,15.999960000100002,6.858,0,7,high,white
7.5,0.28,0.33,7.7,0.048,42.0,180.0,0.9974,3.37,0.59,10.1,0.23333333203703704,26.785618622790633,5.959,0,6,medium,white
7.8,0.26,0.44,1.3,0.037,43.0,132.0,0.9944,3.18,0.65,10.0,0.3257575732897154,29.999884615828403,6.5,0,5,medium,white
6.5,0.26,0.34,16.3,0.051,56.0,197.0,1.0004,3.49,0.42,9.8,0.2842639579478987,24.99990384652367,4.1160000000000005,0,5,medium,white
6.3,0.34,0.29,6.2,0.046,29.0,227.0,0.9952,3.29,0.53,10.1,0.12775330340196783,18.529357266596275,5.353,0,6,medium,white
6.8,0.15,0.33,4.7,0.059,31.0,118.0,0.9956,3.43,0.39,9.0,0.26271186218040793,45.33303111312591,3.5100000000000002,0,7,high,white
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,0.33548386880332987,23.333246913900318,3.572,0,6,medium,white
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,0.22631578828254847,36.999815000925,3.8639999999999994,0,6,medium,white
6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,0.20422535067446937,27.391185255716277,3.333,0,7,high,white
7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,3.06,0.45,8.7,0.362499997734375,23.548311134480212,3.9149999999999996,0,5,medium,white
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,0.16406249871826173,21.666576389265046,5.4879999999999995,0,8,high,white
7.0,0.24,0.32,1.3,0.037,39.0,123.0,0.992,3.17,0.42,11.2,0.3170731681538767,29.166545139395254,4.704,0,8,high,white
7.0,0.17,0.33,4.0,0.034,17.0,127.0,0.9934,3.19,0.39,10.6,0.13385826666253334,41.1762283751272,4.134,0,7,high,white
8.3,0.21,0.58,17.1,0.049,62.0,213.0,1.0005083,3.01,0.51,9.3,0.2910798108400009,39.52362131608898,4.743,0,6,medium,white
7.2,0.21,0.35,14.5,0.048,35.0,178.0,0.9982,3.05,0.47,8.9,0.19662921237848757,34.28555102118562,4.183,0,6,medium,white
7.1,0.21,0.4,1.2,0.069,24.0,156.0,0.9928,3.42,0.43,10.6,0.15384615285996056,33.809362812558035,4.558,0,6,medium,white
8.4,0.17,0.31,6.7,0.038,29.0,132.0,0.9945,3.1,0.32,10.6,0.21969696803259872,49.41147405015264,3.392,0,7,high,white
7.4,0.24,0.31,8.4,0.045,52.0,183.0,0.9963,3.09,0.32,8.8,0.2841530039117322,30.83320486164641,2.8160000000000003,0,5,medium,white
5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38,11.0,0.25773195610585614,22.083241319827835,4.18,0,8,high,white
6.5,0.28,0.26,8.8,0.04,44.0,139.0,0.9956,3.32,0.37,10.2,0.31654676031261325,23.214202806418548,3.7739999999999996,0,6,medium,white
6.5,0.29,0.25,10.6,0.039,32.0,120.0,0.9962,3.31,0.34,10.1,0.2666666644444445,22.413715814773056,3.434,0,6,medium,white
5.8,0.29,0.21,2.6,0.025,12.0,120.0,0.9894,3.39,0.79,13.4,0.09999999916666667,19.99993103472057,10.586,0,7,high,white
6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,11.8,0.42056074373307717,37.05860553761448,5.074,0,6,medium,white
6.3,0.16,0.4,1.6,0.033,59.0,148.0,0.9914,3.44,0.53,11.4,0.3986486459550767,39.374753907788076,6.042000000000001,0,5,medium,white
7.9,0.29,0.39,6.7,0.036,6.0,117.0,0.9938,3.12,0.42,10.7,0.051282050843743154,27.241285374878025,4.494,0,5,medium,white
5.5,0.32,0.45,4.9,0.028,25.0,191.0,0.9922,3.51,0.49,11.5,0.13089005167073273,17.187446289230348,5.635,0,7,high,white
7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,0.310344824019025,19.45940686646793,7.433999999999999,0,7,high,white
6.1,0.29,0.27,1.7,0.024,13.0,76.0,0.9893,3.21,0.51,12.6,0.17105262932825488,21.034410226171637,6.426,0,7,high,white
9.2,0.22,0.4,2.4,0.054,18.0,151.0,0.9952,3.04,0.46,9.3,0.11920529722380598,41.8179917364012,4.2780000000000005,0,4,low,white
8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,0.61,12.1,0.15624999837239587,44.44419753223593,7.380999999999999,0,6,medium,white
6.5,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,3.52,0.44,9.9,0.3107344615212742,29.545320248544325,4.356,0,6,medium,white
7.4,0.18,0.4,1.6,0.047,22.0,102.0,0.9937,3.28,0.44,10.7,0.21568627239523264,41.11088271731824,4.707999999999999,0,5,medium,white
6.5,0.52,0.17,1.4,0.047,5.0,26.0,0.9932,3.26,0.32,10.0,0.1923076849112429,12.499975961584688,3.2,0,4,low,white
7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,3.13,0.39,10.4,0.3437499964192709,46.666355557629615,4.056,0,8,high,white
5.9,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,0.1718749973144532,14.216833212450092,5.46,0,5,medium,white
8.1,0.45,0.34,8.3,0.037,33.0,216.0,0.9976,3.31,0.64,9.7,0.15277777707047327,17.999960000088887,6.207999999999999,0,5,medium,white
5.8,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,0.1718749973144532,13.975869937662802,5.46,0,5,medium,white
6.4,0.5,0.16,12.9,0.042,26.0,138.0,0.9974,3.28,0.33,9.0,0.1884057957361899,12.7999744000512,2.97,0,5,medium,white
6.7,0.12,0.32,12.4,0.051,34.0,106.0,0.998,3.54,0.45,9.2,0.3207547139551442,55.83286805943284,4.14,0,6,medium,white
6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,3.17,0.48,10.1,0.25641025421871577,14.99996250009375,4.848,0,6,medium,white
6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,0.44943819719732364,26.3998944004224,4.5600000000000005,0,7,high,white
9.8,0.36,0.45,1.6,0.042,11.0,124.0,0.9944,2.93,0.46,10.8,0.08870967670395422,27.222146605148325,4.968000000000001,0,5,medium,white
9.6,0.23,0.4,1.5,0.044,19.0,135.0,0.9937,2.96,0.49,10.9,0.14074073969821674,41.73894896109147,5.341,0,5,medium,white
6.3,0.55,0.45,13.0,0.047,33.0,182.0,0.9974,3.2,0.46,9.2,0.18131868032242485,11.454524628137039,4.232,0,6,medium,white
6.5,0.12,0.29,1.95,0.038,73.0,166.0,0.989,3.12,0.3,12.9,0.4397590334954275,54.16621528153932,3.87,0,7,high,white
6.4,0.125,0.29,5.85,0.042,24.0,99.0,0.992,3.23,0.32,12.0,0.24242423997551274,51.19959040327678,3.84,0,7,high,white
5.7,0.12,0.27,1.3,0.047,21.0,100.0,0.9928,3.27,0.46,9.5,0.2099999979,47.49960416996525,4.37,0,5,medium,white
7.9,0.25,0.29,5.3,0.031,33.0,117.0,0.9918,3.06,0.32,11.8,0.28205127964058735,31.599873600505603,3.7760000000000002,0,7,high,white
6.9,0.2,0.28,1.2,0.048,36.0,159.0,0.9936,3.19,0.43,9.1,0.22641509291562836,34.499827500862494,3.913,0,6,medium,white
6.9,0.23,0.34,4.0,0.047,24.0,128.0,0.9944,3.2,0.52,9.7,0.18749999853515625,29.999869565784497,5.044,0,6,medium,white
6.8,0.39,0.31,14.35,0.043,28.0,162.0,0.9988,3.17,0.54,9.1,0.172839505105929,17.43585272858275,4.914,0,5,medium,white
8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43,10.0,0.2368421031855956,39.545274794205476,4.3,0,5,medium,white
7.4,0.41,0.34,4.7,0.042,19.0,127.0,0.9953,3.25,0.42,10.4,0.14960629803459607,18.048736466496425,4.368,0,5,medium,white
6.7,0.25,0.34,12.85,0.048,30.0,161.0,0.9986,3.44,0.47,9.5,0.18633540256934533,26.7998928004288,4.465,0,6,medium,white
6.0,0.26,0.42,5.2,0.027,70.0,178.0,0.9914,3.4,0.4,12.3,0.39325842475697514,23.076834319868002,4.920000000000001,0,8,high,white
6.1,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,0.41176470346020766,19.677355879497163,4.68,0,8,high,white
9.2,0.28,0.46,3.2,0.058,39.0,133.0,0.996,3.14,0.58,9.5,0.2932330805020069,32.857025510623174,5.51,0,5,medium,white
9.0,0.31,0.49,6.9,0.034,26.0,91.0,0.9937,2.99,0.34,11.5,0.2857142825745683,29.032164412372865,3.91,0,5,medium,white
8.5,0.16,0.33,1.0,0.076,17.0,57.0,0.9921,3.14,0.46,10.6,0.2982456088027086,53.12466797082518,4.876,0,6,medium,white
9.3,0.34,0.49,7.3,0.052,30.0,146.0,0.998,3.17,0.61,10.2,0.20547945064740103,27.352860726880216,6.2219999999999995,0,5,medium,white
7.2,0.24,0.3,1.6,0.048,27.0,131.0,0.9933,3.25,0.45,10.5,0.20610686865567276,29.999875000520834,4.7250000000000005,0,5,medium,white
7.2,0.25,0.32,1.5,0.047,27.0,132.0,0.9933,3.26,0.44,10.5,0.2045454529958678,28.799884800460802,4.62,0,5,medium,white
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,0.3183856487964769,21.24993359395752,3.649,0,5,medium,white
9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.9936,3.03,0.41,10.6,0.09933774768650498,33.703578875633795,4.345999999999999,0,5,medium,white
8.9,0.34,0.32,1.3,0.041,12.0,188.0,0.9953,3.17,0.49,9.5,0.06382978689452241,26.176393598842356,4.655,0,5,medium,white
7.0,0.17,0.37,5.7,0.025,29.0,111.0,0.9938,3.2,0.49,10.8,0.26126125890755625,41.1762283751272,5.292,0,6,medium,white
6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,0.2772727260123967,26.7998928004288,3.3249999999999997,0,5,medium,white
6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.9959,3.13,0.4,8.9,0.315068491712016,21.562432617398073,3.5600000000000005,0,5,medium,white
6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4,0.3037974645088929,10.166649722250462,3.572,0,4,low,white
5.3,0.395,0.07,1.3,0.035,26.0,102.0,0.992,3.5,0.35,10.6,0.2549019582852749,13.417687550158101,3.7099999999999995,0,6,medium,white
7.9,0.16,0.3,4.8,0.037,37.0,171.0,0.9967,3.47,0.44,9.0,0.21637426774050136,49.3746914081787,3.96,0,4,low,white
7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.9944,3.42,0.48,10.5,0.151162789818821,23.03023324171745,5.04,0,4,low,white
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,0.17037036910836764,25.999913333622224,3.42,0,6,medium,white
5.7,0.26,0.27,4.1,0.2,73.5,189.5,0.9942,3.27,0.38,9.4,0.38786279478700375,21.922992603874604,3.572,0,6,medium,white
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,3.29,0.8,9.6,0.32679738348498444,53.571045921100556,7.68,0,6,medium,white
6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.9946,3.15,0.6,10.2,0.1920529788605763,26.3998944004224,6.119999999999999,0,7,high,white
8.2,0.23,0.49,0.9,0.057,15.0,73.0,0.9928,3.07,0.38,10.4,0.20547944924000755,35.65201890426563,3.9520000000000004,0,6,medium,white
6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.9946,3.52,0.41,10.4,0.2635658894297218,24.99989583376736,4.264,0,5,medium,white
6.1,0.45,0.27,0.9,0.039,13.0,82.0,0.9927,3.23,0.32,9.5,0.1585365834324807,13.555525432165705,3.04,0,5,medium,white
7.4,0.23,0.43,1.4,0.044,22.0,113.0,0.9938,3.22,0.62,10.6,0.19469026376380297,32.17377315750801,6.572,0,6,medium,white
7.2,0.2,0.38,1.0,0.037,21.0,74.0,0.9918,3.21,0.37,11.0,0.28378377994886783,35.999820000899994,4.07,0,5,medium,white
7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,3.38,0.5,9.9,0.17391304196597354,30.7998768004928,4.95,0,6,medium,white
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,0.12711864299051998,13.442600913768992,3.2640000000000002,0,5,medium,white
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,0.08403361273921334,36.19030385569592,8.959999999999999,0,6,medium,white
7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,3.42,0.55,11.4,0.3069306900303892,33.636210744496616,6.2700000000000005,0,5,medium,white
7.2,0.26,0.26,12.7,0.036,49.0,214.0,0.9986,3.41,0.5,10.0,0.22897196154686,27.692201183841604,5.0,0,6,medium,white
6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.0,0.44,9.1,0.32947976688161984,25.5998976004096,4.004,0,5,medium,white
6.3,0.32,0.35,11.1,0.039,29.0,198.0,0.9984,3.36,0.5,9.4,0.14646464572492604,19.68743847675476,4.7,0,7,high,white
6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.9952,3.46,0.54,10.2,0.10052909999720053,27.1998912004352,5.508,0,6,medium,white
9.8,0.44,0.4,2.8,0.036,35.0,167.0,0.9956,2.97,0.39,9.2,0.2095808370683782,22.27267665300761,3.5879999999999996,0,5,medium,white
7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.9949,3.23,0.36,9.4,0.2844036671155627,35.999820000899994,3.384,0,5,medium,white
7.5,0.42,0.45,9.1,0.029,20.0,125.0,0.996,3.12,0.36,10.1,0.15999999872,17.857100340237288,3.6359999999999997,0,6,medium,white
6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.992,3.21,0.47,10.6,0.24626865487859212,24.615289941192536,4.981999999999999,0,6,medium,white
7.9,0.46,0.32,4.1,0.033,40.0,138.0,0.9912,3.18,0.44,12.8,0.28985507036336905,17.173875708965852,5.632000000000001,0,7,high,white
6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.9978,3.12,0.51,8.9,0.2888888876049383,15.853619869219834,4.539000000000001,0,5,medium,white
7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,3.09,0.43,9.3,0.11956521674149338,23.437426758041383,3.999,0,5,medium,white
6.6,0.21,0.38,2.2,0.026,40.0,104.0,0.9914,3.25,0.4,11.1,0.3846153809171598,31.428421769420144,4.44,0,8,high,white
7.1,0.21,0.3,1.4,0.037,45.0,143.0,0.9932,3.13,0.33,9.9,0.3146853124847181,33.809362812558035,3.2670000000000003,0,6,medium,white
7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.9944,3.1,0.45,9.6,0.09090908925619838,29.230656805166134,4.32,0,5,medium,white
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,0.266666664691358,27.599889600441603,7.703999999999999,0,7,high,white
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,0.27102803485020527,27.307587278510468,3.8639999999999994,0,6,medium,white
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,0.3436293409758352,33.181667356057474,3.7309999999999994,0,7,high,white
6.2,0.37,0.22,8.3,0.025,36.0,216.0,0.9964,3.33,0.6,9.6,0.16666666589506174,16.756711468347383,5.76,0,6,medium,white
7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46,9.2,0.37588652215683316,35.90892768669234,4.232,0,6,medium,white
7.4,0.25,0.37,6.9,0.021,14.0,93.0,0.9939,3.0,0.48,10.7,0.15053763278991794,29.5998816004736,5.135999999999999,0,7,high,white
6.8,0.18,0.37,1.5,0.027,37.0,93.0,0.992,3.3,0.45,10.8,0.3978494580876403,37.77756790240054,4.86,0,6,medium,white
7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8,0.3466666620444445,41.1762283751272,4.968000000000001,0,7,high,white
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9.0,0.1822916657172309,21.33326222245926,3.33,0,5,medium,white
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,0.10309278244234245,15.151469237972007,4.707999999999999,0,6,medium,white
8.9,0.33,0.32,1.5,0.047,11.0,200.0,0.9954,3.19,0.46,9.4,0.054999999725000005,26.969615243590173,4.324000000000001,0,5,medium,white
7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,8.8,0.35672514411271844,26.922973373179335,3.08,0,6,medium,white
6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.9917,3.42,0.49,11.5,0.35820895255067947,29.99985714353741,5.635,0,6,medium,white
8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,3.23,0.47,12.5,0.23999999808000003,34.78245746757623,5.875,0,6,medium,white
9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,2.96,0.3,10.5,0.23728813157138762,32.857025510623174,3.15,0,6,medium,white
7.3,0.27,0.39,6.7,0.064,28.0,188.0,0.9958,3.29,0.3,9.7,0.1489361694205523,27.0369369002337,2.9099999999999997,0,5,medium,white
7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,3.23,0.52,11.3,0.20645161157127992,23.749925781481934,5.876,0,6,medium,white
9.7,0.24,0.45,1.2,0.033,11.0,59.0,0.9926,2.89,0.47,10.8,0.18644067480609028,40.416498264590565,5.076,0,6,medium,white
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,0.24260354886033403,28.571326530976677,4.558,0,5,medium,white
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,0.18279569695918607,22.162102264588473,3.7439999999999998,0,8,high,white
8.0,0.61,0.38,12.1,0.2,24.0,220.0,0.9993,2.94,0.48,9.2,0.10909090859504132,13.114732598799018,4.4159999999999995,0,5,medium,white
7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,3.02,0.34,11.1,0.19841269683799448,27.692201183841604,3.774,0,8,high,white
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11.0,0.07126436748843969,27.82596597406098,4.84,0,6,medium,white
5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.51,0.58,12.5,0.39370078430156863,14.749963125092188,7.249999999999999,0,7,high,white
7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.994,3.16,0.67,10.0,0.18260869406427224,27.14276020442784,6.7,0,6,medium,white
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,0.28431372270280664,31.304211720818603,6.642000000000001,0,7,high,white
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,0.21839080208746206,21.24993359395752,6.731,0,6,medium,white
6.9,0.18,0.38,6.5,0.039,20.0,110.0,0.9943,3.1,0.42,10.5,0.18181818016528928,38.33312037155349,4.41,0,5,medium,white
9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,3.23,0.3,12.5,0.22935779606093765,36.153707101126535,3.75,0,6,medium,white
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,0.18749999804687503,25.151438935033532,3.9680000000000004,0,3,low,white
7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41,8.7,0.19327731011228022,25.172326991975893,3.5669999999999993,0,6,medium,white
7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,0.35087718990458605,19.268245687205646,6.696000000000001,0,7,high,white
7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,0.2903225775234132,17.95450464885307,6.804,0,7,high,white
7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,3.38,0.44,11.0,0.22137404411164852,19.743539119130464,4.84,0,6,medium,white
7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,0.3032258044953174,29.61527071049727,5.05,0,6,medium,white
7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,3.03,0.48,10.5,0.23589743468770547,24.374923828363038,5.04,0,5,medium,white
7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,3.17,0.51,10.9,0.30172413532996434,30.41653993108362,5.559,0,5,medium,white
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.4,0.27343749786376953,16.136326962893268,5.7620000000000005,0,7,high,white
10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,3.19,0.59,9.7,0.17073170627602618,41.1998352006592,5.722999999999999,0,5,medium,white
7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.9954,3.45,0.43,9.2,0.24719100984724152,56.428168370225926,3.9559999999999995,0,6,medium,white
7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,0.17647058729160114,41.11088271731824,4.345999999999999,0,7,high,white
8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,0.2553191471253961,18.837165494963966,5.187,0,7,high,white
6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,0.17557251774372123,24.615289941192536,3.2319999999999998,0,5,medium,white
8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,0.26609441945882223,12.121193755767036,6.392,0,4,low,white
8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,0.4,10.6,0.2455089805658145,39.99980000099999,4.24,0,7,high,white
7.2,0.21,0.34,1.1,0.046,25.0,80.0,0.992,3.25,0.4,11.3,0.31249999609375007,34.28555102118562,4.5200000000000005,0,6,medium,white
7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,0.27397259898667675,39.99977777901234,4.32,0,7,high,white
8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,0.23589743468770547,14.73681625119956,5.304,0,5,medium,white
5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.65,0.51,10.5,0.299999998125,20.384536982550067,5.355,0,7,high,white
5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,0.18666666542222224,23.26521116240342,3.906,0,5,medium,white
5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,0.1578947358033241,22.857049563063008,3.906,0,6,medium,white
7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,3.29,0.39,12.2,0.315151513241506,29.1998832004672,4.758,0,7,high,white
7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.9936,3.08,0.3,9.2,0.3866666640888889,43.74972656420897,2.76,0,5,medium,white
6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.65,0.57,10.3,0.2788461511649409,29.090776860105183,5.8709999999999996,0,6,medium,white
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,0.17834394790863728,40.55533024816529,5.828,0,6,medium,white
6.4,0.17,0.27,6.7,0.036,76.0,223.0,0.9948,3.28,0.35,10.2,0.3408071733596091,37.64683737154487,3.5699999999999994,0,6,medium,white
6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,0.30660377213866147,23.793021403374475,3.5100000000000002,0,6,medium,white
6.2,0.21,0.38,6.8,0.036,64.0,240.0,0.9951,3.06,0.36,9.3,0.26666666555555557,29.523668934909836,3.3480000000000003,0,6,medium,white
6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.9952,3.06,0.34,9.2,0.26694915141123243,27.82596597406098,3.128,0,6,medium,white
7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,0.19871794744411572,38.420850416576755,6.016,0,6,medium,white
9.6,0.29,0.46,1.45,0.039,76.0,223.0,0.9944,2.92,0.46,9.5,0.3408071733596091,33.10333412643405,4.37,0,6,medium,white
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,0.20547944924000755,51.428204084256535,3.861,0,5,medium,white
6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,3.46,0.62,11.1,0.2068965505350773,22.257992716152533,6.882,0,7,high,white
7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,0.3103448249108205,26.785618622790633,5.043,0,8,high,white
